ID,URL,Repo Name,Collection,MD Contents,C++ Contents,Python Contents
REPO_C110,https://github.com/UBC-Snowbots/Snowflake,Snowflake,Repositories,{'mpc': '------------------- input and output compute powers of A: Apow[i] == A^i fill in K fill in Mcou'},{'mpc': '------------------- input and output compute powers of A: Apow[i] == A^i fill in K fill in Mcou'},
REPO_C111,https://github.com/UBC-Snowbots/Snowflake,Snowflake,Repositories,{'numerical_integration': 'txt for the full license. This function test battery is given in: Test functions taken from Pedro'},{'numerical_integration': 'txt for the full license. This function test battery is given in: Test functions taken from Pedro'},
REPO_C112,https://github.com/UBC-Snowbots/Snowflake,Snowflake,Repositories,"{'pixel': 'point (127,127,127)Lab limit values testred, green, blue, yellow, black, whiteRGB limit tests'}","{'pixel': 'point (127,127,127)Lab limit values testred, green, blue, yellow, black, whiteRGB limit tests'}",
REPO_C113,https://github.com/UBC-Snowbots/Snowflake,Snowflake,Repositories,"{'jquant1': ' dither matrix  NB: if ODITHER_SIZE is not a power of 2, ODITHER_MASK uses will break  # cells '}","{'jquant1': ' dither matrix  NB: if ODITHER_SIZE is not a power of 2, ODITHER_MASK uses will break  # cells '}",
REPO_C114,https://github.com/UBC-Snowbots/Snowflake,Snowflake,Repositories,"{'jdcolor': ""due to noise introduced by DCT losses.  red  green  blue  K passes through unchanged  don't nee""}","{'jdcolor': ""due to noise introduced by DCT losses.  red  green  blue  K passes through unchanged  don't nee""}",
REPO_C115,https://github.com/UBC-Snowbots/Snowflake,Snowflake,Repositories,{'ConeExtractorNode': 'ale for width/height respectively Points are green'},{'ConeExtractorNode': 'ale for width/height respectively Points are green'},
REPO_C116,https://github.com/AutonomyLab/bebop_autonomy,bebop_autonomy,Repositories,{'bebop_itl_test': 'erything else is ready) The problem with the battery state is that it is only updated when its va'},{'bebop_itl_test': 'erything else is ready) The problem with the battery state is that it is only updated when its va'},
REPO_C117,https://github.com/linorobot/linorobot,linorobot,Repositories,{'ADXL345': ':     2011-07-31 - initial release reset all power settings DEVID register THRESH_TAP register '},{'ADXL345': ':     2011-07-31 - initial release reset all power settings DEVID register THRESH_TAP register '},
REPO_C118,https://github.com/irvs/ros_tms,ros_tms,Repositories,{'viewer': '--------------------- black cyan orange blue green DarkKhaki Navy violet grey darkRed DarkOrang'},{'viewer': '--------------------- black cyan orange blue green DarkKhaki Navy violet grey darkRed DarkOrang'},
REPO_C119,https://github.com/irvs/ros_tms,ros_tms,Repositories,{'tms_db_state_publisher': 'ing_chair3 meeting_chair4 wagon chipstar_red greentea_bottle cancoffee soysauce_bottle_black---'},{'tms_db_state_publisher': 'ing_chair3 meeting_chair4 wagon chipstar_red greentea_bottle cancoffee soysauce_bottle_black---'},
REPO_C120,https://github.com/irvs/ros_tms,ros_tms,Repositories,"{'tms_ts_subtask_957': 'obile_base/commands/sound"", 1);  kobuki_motorpower             = nh1.advertise<kobuki_msgs::Mot'}","{'tms_ts_subtask_957': 'obile_base/commands/sound"", 1);  kobuki_motorpower             = nh1.advertise<kobuki_msgs::Mot'}",
REPO_C121,https://github.com/irvs/ros_tms,ros_tms,Repositories,"{'tms_ts_subtask': 'obile_base/commands/sound"", 1);  kobuki_motorpower             = nh1.advertise<kobuki_msgs::Mot'}","{'tms_ts_subtask': 'obile_base/commands/sound"", 1);  kobuki_motorpower             = nh1.advertise<kobuki_msgs::Mot'}",
REPO_C122,https://github.com/irvs/ros_tms,ros_tms,Repositories,{'voice_receiver': '------ chipstar_red chipstar_orange chipstar_green greentea_bottle soukentea_bottle soysauce_bo'},{'voice_receiver': '------ chipstar_red chipstar_orange chipstar_green greentea_bottle soukentea_bottle soysauce_bo'},
REPO_C123,https://github.com/irvs/ros_tms,ros_tms,Repositories,"{'newfft': ""e maximum factor size TWO_GRP is the maximum power of 2 handled as a single factor Doesn't take""}","{'newfft': ""e maximum factor size TWO_GRP is the maximum power of 2 handled as a single factor Doesn't take""}",
REPO_C124,https://github.com/irvs/ros_tms,ros_tms,Repositories,{'smartpal5_control': '-------------------------------- clear alarm power on servo on 10Hz frequency (0.1 sec)--------'},{'smartpal5_control': '-------------------------------- clear alarm power on servo on 10Hz frequency (0.1 sec)--------'},
REPO_C125,https://github.com/AutonomyLab/create_autonomy,create_autonomy,Repositories,"{'create_driver': "" Start in full control mode Show robot's battery level Set frame_id's Populate intial covaria""}","{'create_driver': "" Start in full control mode Show robot's battery level Set frame_id's Populate intial covaria""}",
REPO_C126,https://github.com/bluesat/owr_software,owr_software,Repositories,{'NavigationNode': 'function  GPS related data Power left on the battery Subscribe to all topics that will be publish'},{'NavigationNode': 'function  GPS related data Power left on the battery Subscribe to all topics that will be publish'},
REPO_C127,https://github.com/bluesat/owr_software,owr_software,Repositories,{'NavigationGUI': 'the list of GPS co-ordinates debug - animate battery and signal calculate the path rotation angle'},{'NavigationGUI': 'the list of GPS co-ordinates debug - animate battery and signal calculate the path rotation angle'},
REPO_C128,https://github.com/bluesat/owr_software,owr_software,Repositories,"{'testJointSpeedBasedPositionController': 'ossible distance from 0, should require full powerrotate the maximum possible distance from 0 i'}","{'testJointSpeedBasedPositionController': 'ossible distance from 0, should require full powerrotate the maximum possible distance from 0 i'}",
REPO_C129,https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,"{'L3G4200D': "" Sparkfun's code Enable x, y, z and turn off power down: If you'd like to adjust/use the HPF, y""}","{'L3G4200D': "" Sparkfun's code Enable x, y, z and turn off power down: If you'd like to adjust/use the HPF, y""}",
REPO_C130,https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,"{'LIS35DE': "" Sparkfun's code Enable x, y, z and turn off power down: If you'd like to adjust/use the HPF, y""}","{'LIS35DE': "" Sparkfun's code Enable x, y, z and turn off power down: If you'd like to adjust/use the HPF, y""}",
REPO_C131,https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,"{'face_detector': 'om which the nose will change the color from green to blue.If true, the messages will be sent t'}","{'face_detector': 'om which the nose will change the color from green to blue.If true, the messages will be sent t'}",
REPO_C132,https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,"{'ImfRgbaFile': 'ence between the buffer size and the nearest power of two is less than CACHE_LINE_SIZE, then we'}","{'ImfRgbaFile': 'ence between the buffer size and the nearest power of two is less than CACHE_LINE_SIZE, then we'}",
REPO_C133,https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'ImfAcesFile': '------------------------- for std::max() red green blue white empty Not all compression methods'},{'ImfAcesFile': '------------------------- for std::max() red green blue white empty Not all compression methods'},
REPO_C134,https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'gtest-all': 'e color to red.   @G    changes the color to green.   @Y    changes the color to yellow.   @D  '},{'gtest-all': 'e color to red.   @G    changes the color to green.   @Y    changes the color to yellow.   @D  '},
REPO_C135,https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'tvl1_optical_flow': 'ween red and yellow  than between yellow and green) increase saturation with radius out of rang'},{'tvl1_optical_flow': 'ween red and yellow  than between yellow and green) increase saturation with radius out of rang'},
REPO_C136,https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'OpenEXRimages_HDR_Retina_toneMapping_video': 'p condition display input & process standard power transformation apply gamma curve: img = img '},{'OpenEXRimages_HDR_Retina_toneMapping_video': 'p condition display input & process standard power transformation apply gamma curve: img = img '},
REPO_C137,https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,"{'linemod': ""n takes a position 'center' and computes the energy in the 16x16 patch centered on it. Compute t""}","{'linemod': ""n takes a position 'center' and computes the energy in the 16x16 patch centered on it. Compute t""}",
REPO_C138,https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'brox_optical_flow': ' frames interpolate blue channel interpolate green channel interpolate red channel'},{'brox_optical_flow': ' frames interpolate blue channel interpolate green channel interpolate red channel'},
REPO_C139,https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'opticalflow_nvidia_api': 'polate red channel reset buffers interpolate green channel reset buffers interpolate blue chann'},{'opticalflow_nvidia_api': 'polate red channel reset buffers interpolate green channel reset buffers interpolate blue chann'},
REPO_C140,https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,"{'vecfacetracking': 'gleRotate)= HIST_MIN create histogram params power void ThresholdingParam(IplImage *imgGray, in'}","{'vecfacetracking': 'gleRotate)= HIST_MIN create histogram params power void ThresholdingParam(IplImage *imgGray, in'}",
REPO_C141,https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'enmin': 'tex on the real image line function vFunc is energy function which determines the difference   b'},{'enmin': 'tex on the real image line function vFunc is energy function which determines the difference   b'},
REPO_C142,https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,"{'snakes': 'alpha - pointer to coefficient of continuity energy,               beta - pointer to coefficient'}","{'snakes': 'alpha - pointer to coefficient of continuity energy,               beta - pointer to coefficient'}",
REPO_C143,https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'testseq': ' of added gaussian noise  amplifier of noise power  === Some definitions and functions for tran'},{'testseq': ' of added gaussian noise  amplifier of noise power  === Some definitions and functions for tran'},
REPO_C144,https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'retinacolor': 'or the low pass filter dedicated to contours energy extraction (demultiplexing process) init def'},{'retinacolor': 'or the low pass filter dedicated to contours energy extraction (demultiplexing process) init def'},
REPO_C145,https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'gencolors': 'ting symmetry in the distance matrix red red green Generate a set of colors in RGB space. A siz'},{'gencolors': 'ting symmetry in the distance matrix red red green Generate a set of colors in RGB space. A siz'},
REPO_C146,https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,"{'colormap': 'Equals the GNU Octave colormap ""autumn"". red green blue number of sample points Equals the GNU '}","{'colormap': 'Equals the GNU Octave colormap ""autumn"". red green blue number of sample points Equals the GNU '}",
REPO_C147,https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'retinafilter': 'er at the photoreceptors level get the local energy of each color channel ->L ->M ->S eliminate '},{'retinafilter': 'er at the photoreceptors level get the local energy of each color channel ->L ->M ->S eliminate '},
REPO_C148,https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'facerec_video': 't to the original image! First of all draw a green rectangle around the detected face: Create t'},{'facerec_video': 't to the original image! First of all draw a green rectangle around the detected face: Create t'},
REPO_C149,https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'ts_gtest': 'e color to red.   @G    changes the color to green.   @Y    changes the color to yellow.   @D  '},{'ts_gtest': 'e color to red.   @G    changes the color to green.   @Y    changes the color to yellow.   @D  '},
REPO_C150,https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'matmul': 'lize all eigenvectors compute the cumulative energy content for each eigenvector use clone() to '},{'matmul': 'lize all eigenvectors compute the cumulative energy content for each eigenvector use clone() to '},
REPO_C151,https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'dxt': 'n version 0. shuffle data else do nothing 1. power-2 transforms radix-4 transform do the remain'},{'dxt': 'n version 0. shuffle data else do nothing 1. power-2 transforms radix-4 transform do the remain'},
REPO_C152,https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,"{'test_math': 't_case_idx//////// pow ///////////// integer poweri*/, int /*jtest_case_idx////////////////////'}","{'test_math': 't_case_idx//////// pow ///////////// integer poweri*/, int /*jtest_case_idx////////////////////'}",
REPO_C153,https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,"{'imgproc': '// convolve CUFFT has hard-coded kernels for power-of-2 sizes (up to 8192), see CUDA Toolkit 4.'}","{'imgproc': '// convolve CUFFT has hard-coded kernels for power-of-2 sizes (up to 8192), see CUDA Toolkit 4.'}",
REPO_C154,https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,"{'sort_by_key': '  Check to see if the input vector size is a power of 2, if not we will need last merge pass  A'}","{'sort_by_key': '  Check to see if the input vector size is a power of 2, if not we will need last merge pass  A'}",
REPO_C155,https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'color': '//////////////////////////////////////////// green bits blue idx green bits http://www.fourcc.o'},{'color': '//////////////////////////////////////////// green bits blue idx green bits http://www.fourcc.o'},
REPO_C156,https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,"{'window_QT': 'CvScalar color   <- only Qt (blue_component, green_component, red\\_component[, alpha_component]'}","{'window_QT': 'CvScalar color   <- only Qt (blue_component, green_component, red\\_component[, alpha_component]'}",
REPO_C157,https://github.com/elpimous/Neo_robot,Neo_robot,Repositories,{'phasecorr': 'us the nice peak shift location... shift the energy to the center of the frame. locate the highe'},{'phasecorr': 'us the nice peak shift location... shift the energy to the center of the frame. locate the highe'},
REPO_C158,https://github.com/PilzDE/pilz_robots,pilz_robots,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C159,https://github.com/rospilot/rospilot,rospilot,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C160,https://github.com/EndPointCorp/lg_ros_nodes,lg_ros_nodes,Repositories,{'teleop_wiimote': 'tLEDFeedback for levels). to show the approx battery leve of the Wiimote. Only works if the 1-But'},{'teleop_wiimote': 'tLEDFeedback for levels). to show the approx battery leve of the Wiimote. Only works if the 1-But'},
REPO_C161,https://github.com/osu-uwrt/riptide_software,riptide_software,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C162,https://bitbucket.org/auengagroactu_sens/dji_matrice100_onboard_sdk_ros,dji_matrice100_onboard_sdk_ros,Repositories,{'dji_sdk_node_main': 'update compass msgupdate flight_statusupdate battery msgupdate flight control info***************'},{'dji_sdk_node_main': 'update compass msgupdate flight_statusupdate battery msgupdate flight control info***************'},
REPO_C163,https://github.com/ros-planning/navigation2,navigation2,Repositories,{'nav2_panel': 'k on completion in the timer callback Draw a green arrow at the waypoint pose Draw a red circle'},{'nav2_panel': 'k on completion in the timer callback Draw a green arrow at the waypoint pose Draw a red circle'},
REPO_C164,https://bitbucket.org/whoidsl/ds_base,ds_base,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C165,https://github.com/jhu-asco/aerial_autonomy,aerial_autonomy,Repositories,{'arm_system_tests': '/ \\brief Test Arm System Test Command after powering off Choose sine controller'},{'arm_system_tests': '/ \\brief Test Arm System Test Command after powering off Choose sine controller'},
REPO_C166,https://github.com/jhu-asco/aerial_autonomy,aerial_autonomy,Repositories,{'arm_functor_tests': '// \\brief Test Folding Try folding If arm is powered off should abort If arm if folded should p'},{'arm_functor_tests': '// \\brief Test Folding Try folding If arm is powered off should abort If arm if folded should p'},
REPO_C167,https://github.com/jhu-asco/aerial_autonomy,aerial_autonomy,Repositories,{'pick_place_functor_tests': ' which sets the altitude to 0.5 Check arm is powered off Call action functor Since arm is not e'},{'pick_place_functor_tests': ' which sets the altitude to 0.5 Check arm is powered off Call action functor Since arm is not e'},
REPO_C168,https://github.com/jhu-asco/aerial_autonomy,aerial_autonomy,Repositories,{'mpc_functor_tests': 'he controller Check status of controller Set battery voltage to low value Test internal action Fl'},{'mpc_functor_tests': 'he controller Check status of controller Set battery voltage to low value Test internal action Fl'},
REPO_C169,https://github.com/jhu-asco/aerial_autonomy,aerial_autonomy,Repositories,{'visual_servoing_functor_tests': 'ternal action Check status of controller Set battery voltage to low value Test internal action Fl'},{'visual_servoing_functor_tests': 'ternal action Check status of controller Set battery voltage to low value Test internal action Fl'},
REPO_C170,https://github.com/jhu-asco/aerial_autonomy,aerial_autonomy,Repositories,{'uav_basic_functor_tests': 'ngFunctor Internal Action Should not land if battery is low// \\brief Test Takeoff Functors After '},{'uav_basic_functor_tests': 'ngFunctor Internal Action Should not land if battery is low// \\brief Test Takeoff Functors After '},
REPO_C171,https://github.com/jhu-asco/aerial_autonomy,aerial_autonomy,Repositories,{'joystick_state_machine_tests': 'ted First takeoff Start Joystick control Low battery while reaching goal Run Internal Transition '},{'joystick_state_machine_tests': 'ted First takeoff Start Joystick control Low battery while reaching goal Run Internal Transition '},
REPO_C172,https://github.com/jhu-asco/aerial_autonomy,aerial_autonomy,Repositories,{'pick_place_state_machine_tests': 'ate Enable arm Process Poweroff Check arm is powered off Process Poweron Check arm is powered o'},{'pick_place_state_machine_tests': 'ate Enable arm Process Poweroff Check arm is powered off Process Poweron Check arm is powered o'},
REPO_C173,https://github.com/jhu-asco/aerial_autonomy,aerial_autonomy,Repositories,{'uav_arm_sysid_state_machine_tests': 'ted First takeoff Start Joystick control Low battery while reaching goal Run Internal Transition '},{'uav_arm_sysid_state_machine_tests': 'ted First takeoff Start Joystick control Low battery while reaching goal Run Internal Transition '},
REPO_C174,https://github.com/jhu-asco/aerial_autonomy,aerial_autonomy,Repositories,{'sensor_place_state_machine_tests': 'ate Enable arm Process Poweroff Check arm is powered off Process Poweron Check arm is powered o'},{'sensor_place_state_machine_tests': 'ate Enable arm Process Poweroff Check arm is powered off Process Poweron Check arm is powered o'},
REPO_C175,https://github.com/jhu-asco/aerial_autonomy,aerial_autonomy,Repositories,{'uav_state_machine_tests': 'We switch to Hovering here After Hovering if battery is low we stay in hovering Takeoff in proces'},{'uav_state_machine_tests': 'We switch to Hovering here After Hovering if battery is low we stay in hovering Takeoff in proces'},
REPO_C176,https://github.com/jsk-ros-pkg/jsk_robot,jsk_robot,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C177,https://github.com/craftit/DogBotSoftware,DogBotSoftware,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C178,https://github.com/occamLab/tango_ros_bridge,tango_ros_bridge,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C179,https://github.com/jsk-ros-pkg/jsk_visualization,jsk_visualization,Repositories,"{'ambient_sound_visual': ""e since we don't need it anymore.}}}{{{float powers[] = {/*{{{*/25,25,28,30,34,32,29,25,25,25,2""}","{'ambient_sound_visual': ""e since we don't need it anymore.}}}{{{float powers[] = {/*{{{*/25,25,28,30,34,32,29,25,25,25,2""}",
REPO_C180,https://github.com/cpaxton/costar_stack,costar_stack,Repositories,"{'WKmeans': 'cerr<<""Iter-""<<cur_counter<<"" Energy: ""<<cur_energy<<std::endl;Sparse Data Kmeans///////////////'}","{'WKmeans': 'cerr<<""Iter-""<<cur_counter<<"" Energy: ""<<cur_energy<<std::endl;Sparse Data Kmeans///////////////'}",
REPO_C181,https://github.com/cpaxton/costar_stack,costar_stack,Repositories,{'predicator': 'ot state x = red = front/back from stage y = green = left/right? z = blue = up/down compute xy '},{'predicator': 'ot state x = red = front/back from stage y = green = left/right? z = blue = up/down compute xy '},
REPO_C182,https://github.com/CopterExpress/clever,clever,Repositories,{'led': 'tes incorrect voltage measurement notify low battery every time cannot work without set_leds serv'},{'led': 'tes incorrect voltage measurement notify low battery every time cannot work without set_leds serv'},
REPO_C183,https://github.com/fkie/iop_core,iop_core,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C184,https://github.com/jsk-ros-pkg/jsk_recognition,jsk_recognition,Repositories,{'edgebased_cube_finder_nodelet': 'oints.push_back(BP);     std_msgs::ColorRGBA green;     green.a = 1.0; green.g = 1.0;     marke'},{'edgebased_cube_finder_nodelet': 'oints.push_back(BP);     std_msgs::ColorRGBA green;     green.a = 1.0; green.g = 1.0;     marke'},
REPO_C185,https://github.com/JHS-ARCC-Club/jetson_car,jetson_car,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C186,https://github.com/olin-robotic-sailing/oars-roboboat,oars-roboboat,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C187,https://github.com/team-vigir/vigir_footstep_planning_core,vigir_footstep_planning_core,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C188,https://github.com/b-it-bots/mas_domestic_robotics,mas_domestic_robotics,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C189,https://github.com/AutoRally/autorally,autorally,Repositories,"{'ImageMaskEntry': 'pick a random color from{Qt::red, Qt::green, Qt::blue, Qt::cyan, Qt::magenta, Qt::yellow'}","{'ImageMaskEntry': 'pick a random color from{Qt::red, Qt::green, Qt::blue, Qt::cyan, Qt::magenta, Qt::yellow'}",
REPO_C190,https://github.com/Nsteel/Apollo_13,Apollo_13,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C191,https://github.com/RightHandRobotics/reflex-ros-pkg,reflex-ros-pkg,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C192,https://github.com/RoboJackets/igvc-software,igvc-software,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C193,https://github.com/at-wat/mcl_3dl,mcl_3dl,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C194,https://github.com/uwreact/frc_control,frc_control,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C195,https://github.com/tork-a/rtmros_nextage,rtmros_nextage,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C196,https://github.com/corobotics/corobot-kinetic,corobot-kinetic,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C197,https://github.com/yijiangh/choreo,choreo,Repositories,"{'jsonx': 'oot element, need to add declarationswww.datapower.com/schemas/json jsonx.xsd\\""""www.w3.org/2001'}","{'jsonx': 'oot element, need to add declarationswww.datapower.com/schemas/json jsonx.xsd\\""""www.w3.org/2001'}",
REPO_C198,https://github.com/yijiangh/choreo,choreo,Repositories,{'strtodtest': 't Adjust for half ulp exponent Remove common power of two factor from all three scaled values'},{'strtodtest': 't Adjust for half ulp exponent Remove common power of two factor from all three scaled values'},
REPO_C199,https://github.com/yijiangh/choreo,choreo,Repositories,{'GteBitHacks': 'not warn on negation of uint32_t. value is a power of two round up to a power of two'},{'GteBitHacks': 'not warn on negation of uint32_t. value is a power of two round up to a power of two'},
REPO_C200,https://github.com/UBC-Thunderbots/Softwareubc,Softwareubc,Repositories,"{'direct_wheels_primitive': ' Clamp wheel power if out of range, log a warning'}","{'direct_wheels_primitive': ' Clamp wheel power if out of range, log a warning'}",
REPO_C201,https://github.com/UBC-Thunderbots/Softwareubc,Softwareubc,Repositories,{'indirect_chip': 'ould never be further away than maximum chip power Set up 3 different points from the vector of'},{'indirect_chip': 'ould never be further away than maximum chip power Set up 3 different points from the vector of'},
REPO_C202,https://github.com/UBC-Thunderbots/Softwareubc,Softwareubc,Repositories,{'annunciator': 'this bot General robot status update Warn if battery voltage is too low Warn if capacitor voltage'},{'annunciator': 'this bot General robot status update Warn if battery voltage is too low Warn if capacitor voltage'},
REPO_C203,https://github.com/robotican/lizi,lizi,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C204,https://github.com/NiryoRobotics/niryo_one_ros,niryo_one_ros,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C205,https://github.com/PX4/avoidance,avoidance,Repositories,"{'planner_functions': 'around back to 0 color = 0 (red), color = 1 (green), color = 2 (blue) copy queue to vector and '}","{'planner_functions': 'around back to 0 color = 0 (red), color = 1 (green), color = 2 (blue) copy queue to vector and '}",
REPO_C206,https://github.com/ROBOTIS-GIT/ROBOTIS-THORMANG-MPC,ROBOTIS-THORMANG-MPC,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C207,https://github.com/utexas-bwi/bwi_common,bwi_common,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C208,https://github.com/UbiquityRobotics/ubiquity_launches,ubiquity_launches,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C209,https://github.com/gribot-robotics/gribot_ros,gribot_ros,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C210,https://github.com/omwdunkley/crazyflieROS,crazyflieROS,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C211,https://github.com/SJSU-AD/FusionAD,FusionAD,Repositories,{'main': ' 0; Declare Global timer eventint propulsion_power_event; Declare Global CAN message frame Data'},{'main': ' 0; Declare Global timer eventint propulsion_power_event; Declare Global CAN message frame Data'},
REPO_C212,https://github.com/DrawZeroPoint/drv_package_v2,drv_package_v2,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C213,https://github.com/Kivo0/Visual-Servoing-ROS,Visual-Servoing-ROS,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C214,https://github.com/ros-industrial-consortium/trajopt_ros,trajopt_ros,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C215,https://github.com/airalab/robonomics_comm,robonomics_comm,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C216,https://github.com/pantor/ros-control-center,ros-control-center,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C217,https://github.com/doosan-robotics/doosan-robot,doosan-robot,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C218,https://github.com/chrisl8/ArloBot,ArloBot,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C219,https://github.com/ros-industrial/universal_robot,universal_robot,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C220,https://bitbucket.org/_Luc_/hand_control,hand_control,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C221,https://github.com/tork-a/jog_control,jog_control,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C222,https://github.com/ethz-asl/cuckoo_time_translator,cuckoo_time_translator,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C223,https://github.com/OUXT-Polaris/robotx_packages,robotx_packages,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C224,https://github.com/patrickelectric/bluerov_ros_playground,bluerov_ros_playground,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C225,https://github.com/Kinovarobotics/kinova-ros,kinova-ros,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C226,https://github.com/berkeleyopenarms/blue_core,blue_core,Repositories,{'message': 'no data'},{'message': 'no data'},
REPO_C227,https://github.com/rapp-project/rapp-platform,rapp-platform,Repositories,{'message': 'no data'},{'message': 'no data'},
