ID,URL,Repo Name,Collection,Python Contents
REPO_C179,https://github.com/ROBOTIS-GIT/ROBOTIS-THORMANG-MPC,ROBOTIS-THORMANG-MPC,Repositories,{'message': 'no data'}
REPO_C180,https://github.com/utexas-bwi/bwi_common,bwi_common,Repositories,{'message': 'no data'}
REPO_C181,https://github.com/UbiquityRobotics/ubiquity_launches,ubiquity_launches,Repositories,{'message': 'no data'}
REPO_C182,https://github.com/gribot-robotics/gribot_ros,gribot_ros,Repositories,{'message': 'no data'}
REPO_C183,https://github.com/omwdunkley/crazyflieROS,crazyflieROS,Repositories,{'crazyradio': 'onconfiguration constantsReset the dongle to power up settings## Dongle configuration ### Auto '}
REPO_C184,https://github.com/SJSU-AD/FusionAD,FusionAD,Repositories,{'can_control_adapter': 'bitration IDs ################### propulsion power request arbitration id arbitration id for co'}
REPO_C185,https://github.com/SJSU-AD/FusionAD,FusionAD,Repositories,{'can_ardu_interface': '/env python initializing the node propulsion power request arbitration id arbitration id for co'}
REPO_C186,https://github.com/DrawZeroPoint/drv_package_v2,drv_package_v2,Repositories,{'message': 'no data'}
REPO_C187,https://github.com/Kivo0/Visual-Servoing-ROS,Visual-Servoing-ROS,Repositories,{'message': 'no data'}
REPO_C188,https://github.com/ros-industrial-consortium/trajopt_ros,trajopt_ros,Repositories,{'message': 'no data'}
REPO_C189,https://github.com/airalab/robonomics_comm,robonomics_comm,Repositories,{'message': 'no data'}
REPO_C190,https://github.com/pantor/ros-control-center,ros-control-center,Repositories,{'message': 'no data'}
REPO_C191,https://github.com/doosan-robotics/doosan-robot,doosan-robot,Repositories,{'message': 'no data'}
REPO_C192,https://github.com/chrisl8/ArloBot,ArloBot,Repositories,"{'propellerbot_node': 'y do this once, and let it continue until AC power is disconnected Slow backup until unplugged '}"
REPO_C193,https://github.com/chrisl8/ArloBot,ArloBot,Repositories,"{'arlobot_safety': 'r not Track battery I am going to set the AC power status as a parameter, so that it can be che'}"
REPO_C194,https://github.com/chrisl8/ArloBot,ArloBot,Repositories,"{'arlobot_movement_test': 'ase_link transform! I am going to set the AC power status as a parameter, so that it can be che'}"
REPO_C195,https://github.com/chrisl8/ArloBot,ArloBot,Repositories,"{'arlobot_gohome': 'ase_link transform! I am going to set the AC power status as a parameter, so that it can be che'}"
REPO_C196,https://github.com/chrisl8/ArloBot,ArloBot,Repositories,"{'arlobot_quaternion_test': 'iable with the data I am going to set the AC power status as a parameter, so that it can be che'}"
REPO_C197,https://github.com/ros-industrial/universal_robot,universal_robot,Repositories,{'message': 'no data'}
REPO_C198,https://bitbucket.org/_Luc_/hand_control,hand_control,Repositories,{'message': 'no data'}
REPO_C199,https://github.com/tork-a/jog_control,jog_control,Repositories,{'message': 'no data'}
REPO_C200,https://github.com/ethz-asl/cuckoo_time_translator,cuckoo_time_translator,Repositories,{'message': 'no data'}
REPO_C201,https://github.com/OUXT-Polaris/robotx_packages,robotx_packages,Repositories,{'message': 'no data'}
REPO_C202,https://github.com/patrickelectric/bluerov_ros_playground,bluerov_ros_playground,Repositories,{'message': 'no data'}
REPO_C203,https://github.com/Kinovarobotics/kinova-ros,kinova-ros,Repositories,{'message': 'no data'}
REPO_C204,https://github.com/berkeleyopenarms/blue_core,blue_core,Repositories,{'message': 'no data'}
REPO_C205,https://github.com/rapp-project/rapp-platform,rapp-platform,Repositories,{'sphinx4_wrapper': 'ssing.rapp_audio_processing.AudioProcessing::energy_denoise# @brief Detect silence service clien'}
REPO_C206,https://github.com/rapp-project/rapp-platform,rapp-platform,Repositories,{'denoise_unit_tests': 'heck for the denoised file Check if denoised energy is lower than the initial one erase the deno'}
REPO_C207,https://github.com/rapp-project/rapp-platform,rapp-platform,Repositories,{'energy_denoise_unit_tests': 'heck for the denoised file Check if denoised energy is lower than the initial one erase the deno'}
REPO_C208,https://github.com/rapp-project/rapp-platform,rapp-platform,Repositories,{'rapp_energy_denoise': 'sardou@iti.gr# @class EnergyDenoise Performs energy denoising on an audio file# Performs energy-'}
REPO_C209,https://github.com/rapp-project/rapp-platform,rapp-platform,Repositories,{'rapp_audio_processing': 'ect_silence.DetectSilence# Instantiates rapp_energy_denoise.EnergyDenoise# Instantiates rapp_sox'}
