ID,URL,Collection,Title,Contents,Battery,Energy,Power,Sustainab,Green,Included,Notes
ROSA381,https://answers.ros.org/question/222290/mavros-global_position-topic-not-publishing/,ROSAnswers,mavros global_position topic not publishing,om/mavlink/to/mavros/actuator_control/mavros/battery/mavros/cam_imu_sync/cam_imu_stamp/mavros/glo,1,0,0,0,0,,
ROSA382,https://answers.ros.org/question/222311/why-the-increased-system-usage/,ROSAnswers,Why the increased system usage?,"y would the Pi 2 which is significantly more powerful need more resources for the same code?
An",0,0,1,0,1,,
ROSA383,https://answers.ros.org/question/223046/control-8x8-grid-of-rgb-leds-like-raspberry-pi-sense-hat-or-unicorn-hat/,ROSAnswers,Control 8x8 grid of RGB LEDs like Raspberry Pi Sense Hat or Unicorn Hat?,y new to ROS.We have a project where battery power is limited but we need some real-time visual,1,0,2,0,0,,
ROSA384,https://answers.ros.org/question/222889/visualization-of-pruned-octomap-in-rviz-strange/,ROSAnswers,Visualization of pruned octomap in RVIZ strange,"t, however needs a lot more of computational power.) ros::Publisher octomap_pub = n.advertise<o",0,0,1,0,0,,
ROSA385,https://answers.ros.org/question/221765/what-should-be-my-recommended-hardware-architecture/,ROSAnswers,what should be my recommended hardware architecture?,"e technology have progressed a lot (multiple powerful ARM chips appeared , etc).  my understand",0,0,5,0,0,,
ROSA386,https://answers.ros.org/question/222661/tf-has-two-or-more-unconnected-trees/,ROSAnswers,Tf has two or more unconnected trees," odom, My LaserScan sometimes red, sometimes green:Like this(Red): But it changes. When I set f",0,0,0,0,2,,
ROSA387,https://answers.ros.org/question/225873/adding-an-imu-to-turtlebot-1/,ROSAnswers,Adding an IMU to Turtlebot 1,"ve been able to make the plates, standoffs, power regulation board, and get everything working",0,0,1,0,0,,
ROSA388,https://answers.ros.org/question/224477/ros-memory-usage/,ROSAnswers,Ros memory usage,erything works and pass sucessfully the test battery.The problem is when I call the same function,1,0,0,0,0,,
ROSA389,https://answers.ros.org/question/225725/xv11-lidar-on-jade/,ROSAnswers,XV11 LIDAR on Jade,k it when I hook it up again.I've also tried powering the lidar and motor from 2.8->3.3 volts o,0,0,1,0,0,,
ROSA390,https://answers.ros.org/question/198860/rviz-ignores-collada-mesh-colours/,ROSAnswers,RViz ignores COLLADA mesh colours,"lender. Its just a cube that has been shaded green. However, whenever I try to get rviz to disp",0,0,0,0,1,,
ROSA391,https://answers.ros.org/question/227649/launch-files-how-to-call-rosaria-and-transforms/,ROSAnswers,Launch files: How to call rosaria and transforms,"opt/ros/hydro/share/ros ROS path
  [1]=/home/powerbot67/ros/eband_local_planner
  ROS path
  [2",0,0,5,0,0,,
ROSA392,https://answers.ros.org/question/227098/how-to-install-eband_local_planner/,ROSAnswers,How to install eband_local_planner?,"ria/cmd_vel
  __name:=move_base __log:=/home/powerbot67/.ros/log/e58dae7e-d6f1-11e5-a32e-00026f",0,0,12,0,0,,
ROSA393,https://answers.ros.org/question/229035/sending-hil_gps-msg-with-mavros/,ROSAnswers,Sending hil_gps msg with mavros,"/tf , pixhawk accepts it but led won't go in green. 
So as I understand for flying indoor I als",0,0,0,0,1,,
ROSA394,https://answers.ros.org/question/230003/move_base-why-is-the-robot-still-using-recovery-behaviors-if-they-are-turned-off/,ROSAnswers,Move_base: Why is the robot still using recovery behaviors if they are turned off?,ram get shows the parameters set correctly : powerbot67@powerbot67-desktop:~/catkin_ws$ rospara,0,0,19,0,0,,
ROSA395,https://answers.ros.org/question/232109/intel-j1900-or-n3150-for-kinect/,ROSAnswers,Intel J1900 or N3150 for kinect?," pi 3, but it seems to be a little bit under powered. Now I have found some mini-ITX SoC mother",0,0,2,0,0,,
ROSA396,https://answers.ros.org/question/230999/3d-obstacles-persist-if-theres-nothing-but-free-space-behind-them/,ROSAnswers,3D obstacles persist if there's nothing but free space behind them,e's a side view of a ToF camera pointed at a green obstacle. The red triangle is the field of v,0,0,0,0,3,,
ROSA397,https://answers.ros.org/question/207097/how-to-send-velocity-to-pixhawk-with-mavros/,ROSAnswers,How to send velocity to pixhawk with Mavros?,"motor, 1 GPS+Compass, 1 radio receiver and 1 battery. I installed mavros on Indigo and ubuntu 14.",1,0,0,0,0,,
ROSA398,https://answers.ros.org/question/229167/point-grey-grasshopper3-image-looks-all-green/,ROSAnswers,Point Grey Grasshopper3 Image looks all Green,ither image_view or rviz the image looks all green. This is due to the published image advertis,0,0,0,0,1,,
ROSA399,https://answers.ros.org/question/211259/arbotix-errno-11-resource-temporarily-unavailable/,ROSAnswers,"Arbotix ""[Errno 11] Resource temporarily unavailable""",sounds like a hardware error but restarting/powering down the turtlebot PC and arbotix don't h,0,0,6,0,0,,
ROSA400,https://answers.ros.org/question/230601/teb_local_planner-not-work/,ROSAnswers,teb_local_planner not work,uess the root cause is lack of computational power:The longest control cycle can reach about 30,0,0,1,0,0,,
ROSA401,https://answers.ros.org/question/232534/gazebo-camera-frame-is-inconsistent-with-rviz-opencv-convention/,ROSAnswers,gazebo camera frame is inconsistent with rviz + opencv convention,"), x is right (the red axis), and y is down (green axis), while in the gazebo camera x is point",0,0,0,0,1,,
ROSA402,https://answers.ros.org/question/234019/ros_canopen-did-not-receive-a-response-message/,ROSAnswers,ros_canopen did not receive a response message,"p in a terminal. When I connect the motor to power,candump receives:So I suppose the hardware c",0,0,1,0,0,,
ROSA403,https://answers.ros.org/question/233154/rosbridge-communicate-with-ros-using-another-laptop/,ROSAnswers,rosbridge - communicate with ros using another Laptop," webpages running on browsers. It works! And green ""connected"" showed up. Actually, bothandwork",0,0,0,0,1,,
ROSA404,https://answers.ros.org/question/234780/navigation-with-clearpath-husky/,ROSAnswers,Navigation with Clearpath Husky,"as read.  For example, the lights flash red, green, blue, and the husky finds the red cone, tra",0,0,0,0,2,,
ROSA405,https://answers.ros.org/question/235091/how-to-interface-a-servo-motor-with-an-arduino-mega2560-using-ros/,ROSAnswers,how to interface a servo motor with an arduino mega2560 using ros ?,also runfixed it .. it was nt getting enough power to the board .. thanx anyway :)what do u mea,0,0,3,0,0,,
ROSA406,https://answers.ros.org/question/234993/kinect-configuration/,ROSAnswers,Kinect configuration," openni_launch.
when i run: , i receive :LED green of kinect flashes
what can i do please?rosru",0,0,0,0,1,,
ROSA407,https://answers.ros.org/question/234982/ros-ps3-distorted-camera-feed/,ROSAnswers,ROS PS3 Distorted camera feed,"ted. I believe its something to do with the 
power supplied to the usb extension adapter its no",0,0,2,0,0,,
ROSA408,https://answers.ros.org/question/236888/how-to-get-the-battery-status-of-a-robot-in-gazebo/,ROSAnswers,How to get the battery status of a robot in gazebo?,ebo world moving around. I need to get their battery status like how much battery are they consum,2,0,0,0,0,,
ROSA409,https://answers.ros.org/question/238469/trying-to-obtain-an-rgb-image/,ROSAnswers,Trying to obtain an RGB image,"hen I try /camera/image_color topic, I get a green shaded image. I would like to get and normal",0,0,0,0,1,,
ROSA410,https://answers.ros.org/question/237939/leopard-imaging-li-esp870-stereo-m031-with-ros/,ROSAnswers,Leopard Imaging LI-eSP870-STEREO-M031 with ROS,"ked up one of Leopard Imaging's Etron eSP870-powered stereo depth cameras (), have you managed ",0,0,1,0,0,,
ROSA411,https://answers.ros.org/question/237452/irobot-create-2-installation-issues/,ROSAnswers,Irobot Create 2 installation issues,"are and have access to the following topics:/battery
/bumper
/buttons
/cliff
/cmd_vel
/digit_leds",2,0,0,0,0,,
ROSA412,https://answers.ros.org/question/233334/hi-everyone-i-want-to-get-some-of-my-apm-data-to-ros-for-doing-3d-slam-for-that-i-am-using-mavros-i-successfully-installed-the-mavros-but-when-i-echo/,ROSAnswers,"Hi Everyone, i want to get some of my apm data to ROS for doing 3D SLAM. For that i am using MAVROS. i successfully installed the mavros but when i echo my topics, some of them publish data but others not.",vlink/from/mavlink/to/mavros/altitude/mavros/battery/mavros/cam_imu_sync/cam_imu_stamp/mavros/ext,1,0,0,0,0,,
ROSA413,https://answers.ros.org/question/238511/what-is-meaning-of-operators-topics/,ROSAnswers,What is meaning of Operator's topics ?,What does the blue and the green line means in Rviz while using tutorial2 for,0,0,0,0,1,,
ROSA414,https://answers.ros.org/question/239304/communicating-over-serial-to-a-stepper-motor/,ROSAnswers,Communicating over serial to a stepper motor,"es, such systems will be connected to a more powerful 'host' via some sort of serial interface ",0,0,1,0,0,,
ROSA415,https://answers.ros.org/question/240423/when-move_base-goal-is-set-in-a-certain-direction-dwa_local_planner-plans-less-stably-and-the-robot-is-moving-slower/,ROSAnswers,"When move_base goal is set in a certain direction, dwa_local_planner plans less stably and the robot is moving slower",e global path used by dwa local planner. The green line (in the second video) is the global pat,0,0,0,0,1,,
ROSA416,https://answers.ros.org/question/241032/poor-results-of-loop-closurse-detection-rtabmap_ros/,ROSAnswers,Poor results of loop closurse detection rtabmap_ros.,can. I will make more algorithm tests but my battery is empty i need to wait for charge,)Did you,2,0,0,0,,
ROSA417,https://answers.ros.org/question/241118/odometry-message-from-arduino/,ROSAnswers,odometry message from Arduino,"he Arduino Due itself, since it has a fairly powerful Microcontroller. (Is it a good practice?)",0,0,1,0,0,,
ROSA418,https://answers.ros.org/question/241274/the-callback-is-updated-later/,ROSAnswers,The callback is updated later,"G) does many things, my computer is not very powerfull or something wrong with ros - No such ch",0,0,1,0,0,,
ROSA419,https://answers.ros.org/question/241665/paper-related-to-rtabmap-odometry/,ROSAnswers,Paper related to RTABMAP odometry,g? My system should run on a UAV - computing power limited - with airborn 2D laser scanner and,0,0,1,0,0,,
ROSA420,https://answers.ros.org/question/241969/clearing-costmap-to-unstuck-robot-3000000m/,ROSAnswers,Clearing costmap to unstuck robot (3.000000m),vior occurs:Notice how the global plan (thin green line) passes very close to the obstacle on t,0,0,0,0,2,,
ROSA421,https://answers.ros.org/question/243085/how-can-i-use-the-teleoperation-with-irobot-roomba-645-and-ros-indigo/,ROSAnswers,How can I use the teleoperation with iRobot Roomba 645 and ROS Indigo?,"ters but I get the next error:  The robot is power on, and the UST-TTL is working because I've ",0,0,2,0,0,,
ROSA422,https://answers.ros.org/question/244335/roomba-780-bluetooth-ros/,ROSAnswers,Roomba 780 bluetooth ROS," receive data from Create. Check if robot is powered!
[create::Create] retrying to establish se",0,0,1,0,0,,
ROSA423,https://answers.ros.org/question/242736/computing-odometry-creating-base-controller/,ROSAnswers,"computing odometry, creating base controller"," to convert geometry/Twist messages to motor power signal.
I would really appreciate any help, ",0,0,1,0,0,,
ROSA424,https://answers.ros.org/question/244217/what-board-is-appropriate-for-real-time-computation-of-lidar-output/,ROSAnswers,What board is appropriate for real-time computation of LiDAR output?,implement an autonomous RC car. Would BBB be powerful enough to handle LiDAR output? I see in t,0,0,5,0,0,,
ROSA425,https://answers.ros.org/question/239635/canopen-chain-node-exit-with-error-code-11-at-start/,ROSAnswers,canopen chain node exit with error code -11 at start,i can run socketcam_dump and see the drive's power on message. When I run the canopen_chain_nod,0,0,1,0,0,,
ROSA426,https://answers.ros.org/question/243708/rviz-on-pc-not-reconnecting-after-robot-reboot/,ROSAnswers,rviz on PC not reconnecting after robot reboot," master on a robot. When I replace the robot battery and boot the robot, rviz stops receiving dat",1,0,0,0,0,,
ROSA427,https://answers.ros.org/question/246483/pointcloud-to-laserscan-slow/,ROSAnswers,pointcloud to laserscan slow,"ot: get a platform with some more processing power? Pi's are quite limited, and if you're not u",0,0,1,0,0,,
ROSA428,https://answers.ros.org/question/248365/boost-shared-pointer-publishing-zero-copy/,ROSAnswers,Boost shared pointer publishing - zero copy,". Apparentely this is what makes nodelets so powerful. My question now, is this valid only
for ",0,0,1,0,0,,
ROSA429,https://answers.ros.org/question/249336/precompile-catkin-workspace-or-ros-packages/,ROSAnswers,Precompile catkin workspace or ROS packages,PLidar a1 on it without issues regarding the powersupply. After that I tried to  the hector_sla,0,0,1,0,0,,
ROSA430,https://answers.ros.org/question/247801/rosserial-mbed-with-efm32-wonder-gecko-no-sync/,ROSAnswers,rosserial mbed with EFM32 Wonder Gecko - no sync,"duinos effectively, but now I need more horsepower so I am trying out the mbed boards. I have a",0,0,1,0,0,,
ROSA431,https://answers.ros.org/question/247745/turtlebot-1-assembly-guide-with-roomba-create-2-base/,ROSAnswers,TurtleBot 1 Assembly Guide with Roomba Create 2 Base,"problem is that I have Roomba create 2 base (green one) and not a
roomba create 1 base(white on",0,0,0,0,1,,
ROSA432,https://answers.ros.org/question/249058/a-problem-about-the-conversion-from-euler-angle-to-quaternion/,ROSAnswers,A problem about the conversion from Euler angle to quaternion,"while the frame ""HN07_N101"" is rotating, the green ""y"" axis and the red ""x"" axis suddenly switc",0,0,0,0,1,,
ROSA433,https://answers.ros.org/question/250144/how-to-call-service-global_localization/,ROSAnswers,How to call service global_localization,"he robot doesn't know its 
position when the power switch is on ,I have to put it in the origin",0,0,3,0,0,,
ROSA434,https://answers.ros.org/question/248071/rviz-ignoring-collisions-between-attached-object-and-environment/,ROSAnswers,RViz Ignoring Collisions Between Attached Object and Environment,After attaching the added object (previously green) turns purple.  By dragging the goal state q,0,0,0,0,1,,
ROSA435,https://answers.ros.org/question/238531/laser-scanner-merging-in-one-topic/,ROSAnswers,Laser Scanner Merging in one Topic,"l laser which is my destination frame_id (in green in the picture), it is placed at the midpoin",0,0,0,0,1,,
ROSA436,https://answers.ros.org/question/236192/debian-jessie-armhf-repo/,ROSAnswers,Debian Jessie armhf repo,"  , but maybe I can work with something less powerfull? ) P.S: please, don't answer with things",0,0,1,0,0,,
ROSA437,https://answers.ros.org/question/251971/polling-overall-diagnostics-state/,ROSAnswers,Polling overall diagnostics state,"a status LED to red if there's an error, and green otherwise., I see there's a  topic, which I ",0,0,0,0,1,,
ROSA438,https://answers.ros.org/question/251639/sw_urdf_exporter-preview-and-sw-crash/,ROSAnswers,sw_urdf_exporter preview and sw crash,"other settings are set to be , I click . The green process in the bottom loads a while and .I c",0,0,0,0,1,,
ROSA439,https://answers.ros.org/question/251212/not-able-to-start-turtlebot-what-could-be-the-reason/,ROSAnswers,"not able to start turtlebot, what could be the reason ? [closed]","get the green light on status, I checked the battery wire of kinect but it i connected accurately",1,0,0,0,1,,
ROSA440,https://answers.ros.org/question/250667/stm32-microcontroller-for-communication-with-ros/,ROSAnswers,STM32  Microcontroller for communication with ROS," here, provided you have a regular PC / more powerful SBC for the STM to communicate with.As in",0,0,1,0,0,,
ROSA441,https://answers.ros.org/question/200504/raspbian-jessie-ros-indigo-download-image/,ROSAnswers,Raspbian Jessie ROS INDIGO download image [closed],m using this very successfully to run my RPi powered roverDude you are an absolute lifesaver wi,0,0,1,0,0,,
ROSA442,https://answers.ros.org/question/251354/ros_control-and-rosserial_arduino-together/,ROSAnswers,ros_control and rosserial_arduino together,"sure if the Arduino (Leonardo) will have the power to handle this, or even if the library is co",0,0,1,0,0,,
ROSA443,https://answers.ros.org/question/251737/possible-alternatives-to-ros-tf2/,ROSAnswers,Possible alternatives to ROS tf2,ead through the ROS tf2 and found it to be a powerful library that can fit my use case well. Th,0,0,1,0,0,,
ROSA444,https://answers.ros.org/question/251084/local-planner-dont-follow-global-plangoal-when-passing-corners/,ROSAnswers,local planner don't follow global plan/goal when passing corners,"corners, the robot does not follow the path (green line) provided by the global planner. Instea",0,0,0,0,1,,
ROSA445,https://answers.ros.org/question/251211/i-am-trying-to-start-turtlebot-but-it-is-not-starting/,ROSAnswers,"i am trying to start turtlebot , but it is not starting.",? suggests that the kobuki comes with a 19V power supply,are you sure that you have the right,1,0,2,0,,
ROSA446,https://answers.ros.org/question/251132/roslibjs-tutorials-not-working/,ROSAnswers,roslibjs tutorials not working,with no success. It is a pain to have such a powerful tool with the tutorials not working.Pleas,0,0,1,0,0,,
ROSA447,https://answers.ros.org/question/250606/moveit-move_group-segmentation-fault-on-ubuntu-mate-1604-with-raspberry-pi-3-ros-kinetic/,ROSAnswers,Moveit! move_group segmentation fault on Ubuntu Mate 16.04 with Raspberry Pi 3 (ROS kinetic),"any improvement on OSes around RPI3. RPI3 is powerful enough for most ROS applications, so I th",0,0,1,0,0,,
ROSA448,https://answers.ros.org/question/253680/kobuki-auto-docking-action-server-is-not-connected-yet/,ROSAnswers,Kobuki - Auto Docking - Action server is not connected yet,navigating to some location on a map and the battery drops below safe limits then it needs to ret,1,0,0,0,0,,
ROSA449,https://answers.ros.org/question/253918/best-rgbd-camera-for-ros-on-a-raspberry-pi/,ROSAnswers,Best RGBD camera for ROS on a Raspberry Pi,"a battery pack (10w, 5200mAh) which needs to power the RPi with:
1) USB Wifi dongle ± 1W
2) A s",1,0,1,0,0,,
ROSA450,https://answers.ros.org/question/254912/when-i-run-roslaunch-rbx1_bringup-turtlebot_minimal_createlaunch-on-turtlebot-2the-following-occuredwhy/,ROSAnswers,"when I run roslaunch rbx1_bringup turtlebot_minimal_create.launch on turtlebot 2,the following occured,why?",le: 147.45]. Please check that the Create is powered on and that the connector is plugged into,0,0,1,0,0,,
ROSA451,https://answers.ros.org/question/255051/sonar-sensor-reading-on-eddiebot/,ROSAnswers,Sonar Sensor Reading on Eddiebot,between 0 and 4. Both sonar sensors have the green LED on them flashing and I've tried moving t,0,0,0,0,1,,
ROSA452,https://answers.ros.org/question/256555/how-to-connect-rx-24-f-dynamixel-servo-with-pc-with-simple-usb-rs-485-converter/,ROSAnswers,How to connect RX-24 F dynamixel servo with PC with simple USB-RS-485 converter? [closed],se USB2Dynamixel adapter. I got to manage to power up the servo from a regulated supply. The re,0,0,1,0,0,,
ROSA453,https://answers.ros.org/question/253664/which-routers-support-ad-hoc-mode-for-real-time-implementation-of-adhoc_communication-package/,ROSAnswers,Which routers support ad-hoc mode for real-time implementation of adhoc_communication package?,"essfully. But when rosrun am getting ""Set Tx power"" error. So now am bothering about connection",0,0,1,0,0,,
ROSA454,https://answers.ros.org/question/255541/ros-indigo-turtlebot-raspberry-pi-3/,ROSAnswers,ROS Indigo + Turtlebot +Raspberry Pi 3,e: -420.89]. Please check that the Create is powered on and that the connector is plugged into,0,0,1,0,0,,
ROSA455,https://answers.ros.org/question/253801/getting-data-from-telem2-to-computer/,ROSAnswers,getting data from telem2 to computer,er !UPDATEI used to use 5V to telem2 port to power on and use UART at the same time (assuming t,0,0,2,0,0,,
ROSA456,https://answers.ros.org/question/166926/rosrun-executable-not-found/,ROSAnswers,Rosrun executable not found," you mean by package setup, I'm a little bit green here. After sourcing many things, this is th",0,0,0,0,1,,
ROSA457,https://answers.ros.org/question/258169/speed-up-rostopic-list/,ROSAnswers,Speed up 'rostopic list',unning ROS-Base Indigo (Bare Bones) on a low-power computer and I noticed that when I run  it t,0,0,4,0,0,,
ROSA458,https://answers.ros.org/question/257394/how-to-change-moveit-goal-state-through-code/,ROSAnswers,How to change MoveIt! goal state through code?," Rivz I can see the start and goal state, in green and orange. I can manually move the orange g",0,0,0,0,1,,
ROSA459,https://answers.ros.org/question/257937/arduino-kalman-filter/,ROSAnswers,Arduino Kalman Filter,"U data, and because my host is a little underpowered processing other sensor data, I'd like the",0,0,1,0,0,,
ROSA460,https://answers.ros.org/question/257816/base_footprint-not-being-updated-on-map/,ROSAnswers,base_footprint not being updated on map,"lt map. I am able to find the shortest path (green line) to destination goal, and pose array is",0,0,0,0,1,,
ROSA461,https://answers.ros.org/question/140426/issues-launching-ros-on-startup/,ROSAnswers,Issues launching ROS on startup,I need everything to automatically start on power-up. There will be no input devices/monitor c,0,0,1,0,0,,
ROSA462,https://answers.ros.org/question/259313/how-to-combine-coordinate-program-and-auto-docking-program/,ROSAnswers,how to combine coordinate program and auto docking program,lly perform auto docking when it detects its battery is low. How to make it? below is my program,1,0,0,0,0,,
ROSA463,https://answers.ros.org/question/258673/how-to-dynamically-update-masscenter-of-massinertia-during-gazebo-sim/,ROSAnswers,How to dynamically update mass/center of mass/inertia during Gazebo sim,of mass of the tank as a function of engine power output over time. Or maybe I have a robot ex,0,0,1,0,0,,
ROSA464,https://answers.ros.org/question/196455/kinect-installation-and-setup-on-ros-updated/,ROSAnswers,Kinect Installation and Setup on ROS [Updated]," bus 1.... I'm using the XBOX 360 kinect and power cord from microsoft...
What am I doing wrong",0,0,1,0,0,,
ROSA465,https://answers.ros.org/question/259685/network-interfaces-configure-for-hokuyo-ust-10lx/,ROSAnswers,network  interfaces configure for Hokuyo ust 10lx,".255.0Step 3. Power on LiDAR with 12V@1000mA power supply, Step 4. Plug RJ45 connector into PC'",0,0,1,0,0,,
ROSA466,https://answers.ros.org/question/259982/turtlebot-minimallaunch-not-working-with-jetson-tk1/,ROSAnswers,Turtlebot minimal.launch not working with Jetson TK1,ble to check laptop battery info [/sys/class/power_supply/BAT0/charge_full_design || /sys/class,9,4,8,0,0,,
ROSA467,https://answers.ros.org/question/261905/i-couldnt-get-an-ideal-path-while-using-rviz/,ROSAnswers,I couldn't get an ideal path while using RVIZ,"position 1 to position 2,and RVIZ shows this green line(I think it's a path).The car then keeps",0,0,0,0,2,,
ROSA468,https://answers.ros.org/question/262741/where-to-store-calibration-data/,ROSAnswers,Where to store calibration data?,". I need to load these into the IMU on every power-up. Since the settings are unique to my IMU,",0,0,1,0,0,,
ROSA469,https://answers.ros.org/question/265194/unable-to-use-minimallaunch/,ROSAnswers,Unable to use minimal.launch,"ggreg...
 * /diagnostic_aggregator/analyzers/power/contains: ['Battery', 'Lapt...
 * /diagnosti",13,1,8,0,0,,
ROSA470,https://answers.ros.org/question/263501/hardware-interface-for-arduino/,ROSAnswers,Hardware Interface for Arduino,no + L289n dual h-bridge motor controller to power 2 DC motorsThe initial setup of my project i,0,0,3,0,0,,
ROSA471,https://answers.ros.org/question/263682/our-robot-will-be-equipped-with-lidars-sterio-camera-slam-algorithm-machine-vision-and-similar-loads-please-suggest-us-the-computer-specification/,ROSAnswers,"Our robot will be  equipped with lidars, sterio camera, SLAM algorithm, machine vision and similar loads. Please suggest us the computer specification which will be ideal and optimal?","ng? Do you have any constrains about weight, power consumption?Weight constrain is not there as",1,0,2,0,0,,
ROSA472,https://answers.ros.org/question/265299/wheel-calibration/,ROSAnswers,Wheel Calibration,"t sideway.I'm using a L298N Dual H-Bridge to power the motors, which has more power input as th",0,0,4,0,0,,
ROSA473,https://answers.ros.org/question/263999/robot_ip-in-industrial_robot_client/,ROSAnswers,robot_ip in industrial_robot_client,rk to the left of the answer? It should turn green.That would much more clearly mark this quest,0,0,0,0,1,,
ROSA474,https://answers.ros.org/question/263717/problem-with-rosserial_arduino-topic-publishing/,ROSAnswers,Problem with rosserial_arduino topic publishing?,reupload the Arduino program or increase the power supply to the Arduino. Sometimes it solves t,0,0,1,0,0,,
ROSA475,https://answers.ros.org/question/267113/the-problem-about-rdf_tripleknowrobforcommandamake-pancakes/,ROSAnswers,"The problem about ""?- rdf_triple(knowrob:forCommand,A,'make pancakes').""","y interested in Knowrob project.I find it is powerful for the knowledge processing of robots.
 ",0,0,1,0,0,,
ROSA476,https://answers.ros.org/question/269833/error-walltime-1504001477235354-failed-to-contact-device-with-error-error-reading-from-sci-port-no-data-please-check-that-the-create-is-powered-on-and/,ROSAnswers,[ERROR] [WallTime: 1504001477.235354] Failed to contact device with error: [Error reading from SCI port. No data.]. Please check that the Create is powered on and that the connector is plugged into the Create.,. No data.]. Please check that the Create is powered on and that the connector is plugged into,1,0,1,0,0,,
ROSA477,https://answers.ros.org/question/267228/ar-drone-camera-transparent-images/,ROSAnswers,Ar drone - camera transparent images [closed],ause in the second picture there should be a green square below the drone (which is possible to,0,0,0,0,1,,
ROSA478,https://answers.ros.org/question/267445/missing-compile-step/,ROSAnswers,Missing compile step?,the Twist.msg:Here's the full source of red green.py:Why is the  package outside your  space?,0,0,0,0,9,,
ROSA479,https://answers.ros.org/question/267149/wiimote-cannot-connect-to-turtlebot3/,ROSAnswers,wiimote cannot connect to Turtlebot3,"hin 6 seconds.)(If no blinking lights, press power button for ~3 seconds.)Wiimote read errorRea",0,0,1,0,0,,
ROSA480,https://answers.ros.org/question/267526/why-dwa-planner-cant-reach-the-target-rotation/,ROSAnswers,Why dwa planner can't reach the target rotation?,"    I've commanded the robot to go to the green arrow position/rotation, so it went there an",0,0,0,0,1,,
ROSA481,https://answers.ros.org/question/268816/ros-indigo-turtlebot-android-teleop-not-working/,ROSAnswers,ROS-Indigo-Turtlebot Android-teleop not working,t does not drive turtlebot nor show image or battery status. The app appears active with the expe,1,0,0,0,0,,
ROSA482,https://answers.ros.org/question/270729/hokuyo-utm-30lx-reports-error-code00-70-while-trying-to-run-hokuyo_node/,ROSAnswers,hokuyo UTM-30LX reports error code[00->70] while trying to run hokuyo_node,"ppear yesterday after i plugged it to an new power supply, which i tested to be OK. Now the mot",0,0,1,0,0,,
ROSA483,https://answers.ros.org/question/271371/how-to-create-a-battery-usage-plugin/,ROSAnswers,How to create a Battery usage plugin,robot model in Gazebo and i want to create a battery plugin and then connect battery with motors.,2,0,0,0,0,,
ROSA484,https://answers.ros.org/question/12193/how-to-get-and-use-camera-calibration-file/,ROSAnswers,How to get and use camera calibration file?," get the utility to show up, all the bars go green, I can click 'Save' and 'Commit', and then e",0,0,0,0,1,,
ROSA485,https://answers.ros.org/question/264681/complex-nodes-mapping-nav-on-embedded-resource-constraint-platforms-rpi-intel-edison-feasibility-performance/,ROSAnswers,"Complex nodes (mapping, nav) on embedded, resource constraint platforms (rpi, intel edison): feasibility / performance?","intel edison solely? and how much processing power and memory are needed? 
I have read in gmapp",0,0,2,0,0,,
ROSA486,https://answers.ros.org/question/270521/lidar-produces-phantom-walls/,ROSAnswers,"LIDAR produces ""phantom walls""",es down.Maybe the lidar lens is dirty or the power input to the lidar is drooping? P.S. I recog,0,0,2,0,0,,
ROSA487,https://answers.ros.org/question/272286/ros-compatible-sbc-or-minipc-for-turtlebot-kobuki/,ROSAnswers,ros compatible SBC or minipc for Turtlebot (Kobuki),".
Since the TK1 runs off the Kobuki battery, power usage is a big thing.
Are the other compatib",1,0,2,0,0,,
ROSA488,https://answers.ros.org/question/271819/please-suggest-all-packages-to-achieve-slam-for-robot/,ROSAnswers,Please suggest all packages to achieve SLAM for robot,"The servo system is by Applied Motion and is powerful (400watt system), and accurate (70/10,000",0,0,1,0,0,,
ROSA489,https://answers.ros.org/question/272075/ros-on-32bit-system/,ROSAnswers,ROS on 32bit system,"ing the asus tinker board because it is more powerfull than the PI 3, but it has a 32 bit CPU, ",0,0,1,0,0,,
ROSA490,https://answers.ros.org/question/272779/turtlebot3-how-to-work-with-various-opencr-sensors-and-actions/,ROSAnswers,Turtlebot3 - how to work with various OpenCR sensors and actions," and actions: User LED x 4 : LD3 (red), LD4 (green), LD5 (blue), Gyroscope 3Axis, Accelerometer",0,0,0,0,1,,
ROSA491,https://answers.ros.org/question/274222/problems-with-2d-nav-goal-rviz/,ROSAnswers,Problems with 2D Nav Goal RViz,"board, and the robot moves, updates, and the green arrows update on my map file I created and s",0,0,0,0,1,,
ROSA492,https://answers.ros.org/question/233787/ros-indigo-source-build-fail-ubuntu-1404/,ROSAnswers,ROS Indigo Source Build Fail - Ubuntu 14.04,"nstalled and are no longer required:
  gnome-power-manager libjpeg-progs libjpeg-turbo-progs
Us",0,0,1,0,0,,
ROSA493,https://answers.ros.org/question/275166/multiple-issues-while-attempting-to-create-a-simple-robot-for-localization-in-simulation-using-amcl/,ROSAnswers,Multiple issues while attempting to create a simple robot for localization in simulation using amcl,he robot. I am attaching an image below. The green circle is where the robot starts and the red,0,0,0,0,1,,
ROSA494,https://answers.ros.org/question/275667/cant-read-rplidar-data-on-rasberry-pi/,ROSAnswers,"can,t read rplidar data on rasberry pi.","rry pi.I used ubuntu mate in pi. Maybe it is power issue.
     laptop usb port current rating i",0,0,2,0,0,,
ROSA495,https://answers.ros.org/question/276372/robot-rotates-around-a-point-instead-of-navigating-to-goal-position-when-working-with-amcl/,ROSAnswers,Robot rotates around a point instead of navigating to Goal Position when working with amcl,"t started to rotate instead of following the green path.This is not related to , which provides",0,0,0,0,1,,
