<<<<<<< HEAD
ID,URL,Repo Name,Collection,Commit Info
C544,https://github.com/turtlebot/turtlebot,turtlebot,Commits,{'3f5fe1dc7042a1252551884002ebacb4cf675038': 'laptop battery status diagnostics'}
C545,https://github.com/turtlebot/turtlebot,turtlebot,Commits,{'26313943003a7dd0a91a75a4905dcaf63128aeb7': 'fixing laptop battery stats'}
C550,https://github.com/turtlebot/turtlebot,turtlebot,Commits,{'a67ef5e821ca1d6b38aca521ed2bc8c40393b0a8': 'adding critical battery level in full mode restart 15% battery will'}
C556,https://github.com/turtlebot/turtlebot,turtlebot,Commits,{'d0747aba10ce83807dbeef2d66ac0736e60439d1': 'tion to gracefully abort with a warning when battery is not present.'}
C561,https://github.com/turtlebot/turtlebot,turtlebot,Commits,{'cdd80421b266f736fc00bdf039776c205302733f': 'exception handling and logging messages when battery info not\nfound.'}
C567,https://github.com/turtlebot/turtlebot_interactions,turtlebot_interactions,Commits,{'3983e022ef9f3ea224e7aa2f9d6c6950e8308a4b': 'laptop battery display'}
C568,https://github.com/turtlebot/turtlebot_interactions,turtlebot_interactions,Commits,{'c7078999e6b74179fc0ade4d70fca5d9c73fbea2': 'fixing battery status info to be more accurate'}
C569,https://github.com/turtlebot/turtlebot_interactions,turtlebot_interactions,Commits,{'1f06c5418f7b5ae8e678f92e6f053c50187886c5': 'making dashboard battery display more accurate'}
C571,https://bitbucket.org/udg_cirs/cola2_core,cola2_core,Commits,"{'cc8232297950606146d95933f950d7152ce8a32d': 'new fields to VehicleStatus msg (at_surface, battery_voltage)'}"
C572,https://bitbucket.org/udg_cirs/cola2_core,cola2_core,Commits,{'eb8e251aa973f5dfe70294a228ce8f820b784d05': 'Increased value of simulated battery voltage to prevent errors in simulation.'}
C579,https://github.com/uf-mil/NaviGator,NaviGator,Commits,{'4d8214568bab9b89a55f3e4c660b91b2e6541a22': 'SENSOR_CONTROL: Added a battery voltage monitor and alarm'}
C580,https://github.com/uf-mil/NaviGator,NaviGator,Commits,{'d1fd036418ca79968805d612511daa1656872a0f': 'ALARMS: Updated the battery monitor and joystick to work with navigator'}
C581,https://github.com/uf-mil/NaviGator,NaviGator,Commits,{'766c70fa324775c6e45e310220dc8f21a47d0275': 'GUI: Made battery alarm triggers rosparams and added voltage '}
C583,https://github.com/uf-mil/NaviGator,NaviGator,Commits,{'11298869712e59cfa9fab57ab812733df043741e': 'SENSOR_CONTROL: Updates the battery warning voltage values based on testing res'}
C584,https://github.com/uf-mil/NaviGator,NaviGator,Commits,{'01c60f829b446c67ae08df17b31d60954c1af53f': 'age if we have >0 measurements\n\n* fixes auto battery low kill on startup'}
C586,https://github.com/uf-mil/NaviGator,NaviGator,Commits,"{'a53cf2b17c5ba29f5f4e5832723d7ebed102b592': ' information about wrench mode, kill status, battery voltage, LLA coordinates, and individual th'}"
C587,https://github.com/uf-mil/NaviGator,NaviGator,Commits,"{'d53ee32622693f576d37675af26d4af0f36b82fd': 'urrently Displays: wrench mode, kill status, battery voltage, LLA coordinates, and individual th'}"
C588,https://github.com/uf-mil/SubjuGator,SubjuGator,Commits,"{'fe330e97de5e3885a61f7a84d9e3e4fd69eca107': ""in smaller alarms\n\n- ex: 'network-timeout', 'battery-voltage' and 'leak' might all trigger the m""}"
C589,https://github.com/uf-mil/SubjuGator,SubjuGator,Commits,{'312cc00f02a185ec68935b9ef95e7795e22f80a9': 'VISUALIZATION: add battery voltage and interactive kill markers'}
C590,https://github.com/uf-mil/SubjuGator,SubjuGator,Commits,"{'4b886780fc893397663a67e19505609f31a2a8a6': 'ALARMS: Add variable battery voltage alarms, fix height_over_bottom typo'}"
C591,https://github.com/uf-mil/SubjuGator,SubjuGator,Commits,"{'ce13f06322c6af740262942c246cbaaa32a30c77': 'ATION: fix rviz kill button with ros_alarms, battery warn color'}"
C592,https://github.com/uf-mil/SubjuGator,SubjuGator,Commits,"{'f98df42cdc6c963404902194bfb654d4df1640bd': ""in the thruster driver.\n* 'maximum_allowable_power' was set to 600 Watts for all thrusters\n* Mo""}"
C593,https://github.com/uf-mil/SubjuGator,SubjuGator,Commits,{'d059d5130ab646cf555c992ddce14ba8628fd548': 'THRUSTERS: add power to ThrusterStatus msg\n\n* Also update msg fie'}
C594,https://github.com/uf-mil/SubjuGator,SubjuGator,Commits,{'e6bb0214778b90fa25019e264a57eaa74c32cb04': 'GNC: calibrate thrusters at lower power max\n\n* Calibrated all of the thruster models'}
C595,https://github.com/uos/calvin_robot,calvin_robot,Commits,{'5344d41b2c0b7f5e216298c1f6ca5903a8cff1d9': 'add battery guard to calvin.launch'}
C598,https://github.com/utexas-bwi/segbot,segbot,Commits,{'2be51bc63c8a451743dc20e2024e0fd3db9475e6': 'for visualization purposes -- also converted battery box to its own separate urdf file'}
C599,https://github.com/utexas-bwi/segbot,segbot,Commits,{'d59261a1e3a2fa411cf4ec191e4f6db57e0f1f16': 'ChargeStatus is deprecated in favor of smart_battery_msgs'}
C600,https://github.com/utexas-bwi/segbot,segbot,Commits,{'d7a0a76e1f3752d32b29dd8da27e8dcbc14f09e1': 'segbot_sensors: set unknown battery status fields to NaN'}
C601,https://github.com/utexas-bwi/segbot,segbot,Commits,{'ff85e950ff106a0542f1907dc30482a59dd6f384': 'altered subscriber to read from smart battery pub'}
C602,https://github.com/utexas-bwi/segbot,segbot,Commits,{'d53dbcedc38174566149c244eeaa5d82550d4090': 'added additional flexability to the battery_diagnostics sendmail node that will now all'}
C603,https://github.com/utexas-bwi/segbot,segbot,Commits,{'ebbd1b8539a32bf7326e01198bdbc34efb09273f': 'added additional flexability to the battery_diagnostics sendmail node that will now all'}
C614,https://github.com/uwreact/frc_control,frc_control,Commits,{'241910c3f2d85fccd326b10b9749f59cf67deb07': 'Add dedicated match time msg and battery voltage'}
C615,https://github.com/uwreact/frc_control,frc_control,Commits,{'eca2a911a8dcd7f93fb154e5f73f135a2a122cca': 'Add PcStatsWidget to display PC battery & CPU'}
C616,https://github.com/uwreact/frc_control,frc_control,Commits,{'deec6fe3c22c74d41b18887d9ab99336384cead6': 'Update battery level thresholds\n\nValues based off of QDriv'}
C618,https://github.com/vortexntnu/rov-control,rov-control,Commits,{'15b1b268a3ef94c300ca0ddb3e2aa562477948e0': 'tead of set zero. Do this to avoid excessive power usage after shutdown.'}
C619,https://github.com/whoenig/crazyflie_ros,crazyflie_ros,Commits,{'d4c957a5a869be3c448682ada887dd99c655c669': 'add sensor readings for battery'}
C620,https://github.com/whoenig/crazyflie_ros,crazyflie_ros,Commits,"{'e3e3f68793f91f331b1aaf10ed6dfae49b3f5745': 'run continuous demo\nand, for example, change battery of a Crazyflie without\nrestarting the compl'}"
C621,https://github.com/whoenig/crazyflie_ros,crazyflie_ros,Commits,{'e9b330567c7501c11a285118d97444667b741734': 'add battery tool [from crazyswarm]'}
C622,https://github.com/youbot/youbot-ros-pkg,youbot-ros-pkg,Commits,{'766eb3bcf8077389346dca5d562f93672dc07a4f': 'add youbot battery monitor'}
C623,https://github.com/youbot/youbot-ros-pkg,youbot-ros-pkg,Commits,{'55d86664339b50489b983d47bd6f674fdd442672': 'check also if one battery cell exceeded the minimum voltage level'}
C624,https://github.com/yujinrobot/kobuki,kobuki,Commits,{'11907495891d4b70d880355b7c010f7264cef429': 'got rid of time - not used since we have no battery.'}
C625,https://github.com/yujinrobot/kobuki,kobuki,Commits,{'713511b1bd9a40caaed06587c50736bece5af956': 'kobuki: battery status diagnostics.'}
C626,https://github.com/yujinrobot/kobuki,kobuki,Commits,{'809882ebf9d02a291a43caa0e8d37b29899e15ae': 'Parameters added: min/max battery voltages'}
C627,https://github.com/yujinrobot/kobuki,kobuki,Commits,{'047cf4313b15bec75bfd8ec6662ea1311790d6f3': 'Parameters min/max battery voltage added'}
C628,https://github.com/yujinrobot/kobuki,kobuki,Commits,"{'c8f50d9521ac1f3c910a650637ec78b45f23ae29': 'fix battery levels, also make sure interactive was work'}"
C629,https://github.com/yujinrobot/kobuki,kobuki,Commits,{'97b98e1caefc6c3c50673a14358a2d4199d80c32': 'parameter configuration for level based battery.'}
C630,https://github.com/yujinrobot/kobuki,kobuki,Commits,"{'52ccb11ad4eb8bfee7e22e8ae1b28ec950c66eab': 'opard_teleop confirmed, yaml updated for new battery params, started bringing in gmapping launch'}"
C631,https://github.com/yujinrobot/kobuki,kobuki,Commits,{'96f4c892f0e1422b0515dcddf805cc9543c43d38': 'kobuki_node : Added laptop battery state publisher.'}
C632,https://github.com/yujinrobot/kobuki,kobuki,Commits,{'8f0312c72d691c7fd617c37854b7baf54e449b55': 'kobuki_node : Updated laptop battery state publisher to support some laptop have'}
C636,https://github.com/yujinrobot/kobuki,kobuki,Commits,{'a07e935f19067d45398830085da0ffa122167bd9': 'Include battery charge percent.'}
C637,https://github.com/yujinrobot/kobuki,kobuki,Commits,{'e34428db1df893b36e604f17156837af3ab380cb': 'kobuki_node : Updated laptop_battery.py to die when there are no battery info.'}
C638,https://github.com/yujinrobot/kobuki,kobuki,Commits,{'841720ab97e442a11ae30b7abdbef07150e56c97': 'se or adapter\n - transitions to low/critical battery levels\n - battery charge completed\n\nWhen pl'}
C646,https://github.com/yujinrobot/kobuki,kobuki,Commits,"{'71a890bc15832917adb47de291ad70f55ab4069e': 'ode : Updated DockDriveControl,py to display battery level and charging state of robot and lapto'}"
C647,https://github.com/yujinrobot/kobuki,kobuki,Commits,{'df92cf9664e7500f017883e098055273fedd18c7': 'adjusts the external power sources callback to work with the new messag'}
=======
ID,URL,Repo Name,Collection,Commit Info,Battery,Energy,Power,Sustainab,Green,Included
C0,https://github.com/aau-ros/aau_multi_robot,aau_multi_robot,Commits,{'af8a517e1cdaeb98f8f1aac31ef6ca5d4b8434cc': 'added new strategy which checks the battery state'},1,0,0,0,0,YES
C1,https://github.com/aau-ros/aau_multi_robot,aau_multi_robot,Commits,{'b3a4db1f42026342cf599cc8930b45be445f193e': 'Robots now drive back to home when energy level is at 50%.\nWhen the energy level is ag'},0,2,0,0,0,YES
C2,https://github.com/aau-ros/aau_multi_robot,aau_multi_robot,Commits,{'ba22c0f52238381061c5e2d28e707dafc279f1f0': 'add a function that calculates the the energy consumption\nand the traveled distance so far'},0,1,0,0,0,YES
C3,https://github.com/aau-ros/aau_multi_robot,aau_multi_robot,Commits,"{'6a3a3785cac2e64be0bd0f88d08ff258435188f7': 'vert ""add a function that calculates the the energy consumption""\n\nThis reverts commit ba22c0f522'}",0,1,0,0,0,YES
C4,https://github.com/aau-ros/aau_multi_robot,aau_multi_robot,Commits,"{'ced213515b881046df3ec8e04000c20072a15e75': 'Revert ""Robots now drive back to home when energy level is at 50%.""\n\nThis reverts commit b3a4d'}",0,1,0,0,0,YES
C5,https://github.com/aau-ros/aau_multi_robot,aau_multi_robot,Commits,"{'22648d3833fdae16fe5f7315fa203e8392695a87': 'Revert ""Robots now drive back to home when energy level is at 50%.""\n\nThis reverts commit b3a4d'}",0,1,0,0,0,YES
C6,https://github.com/aau-ros/aau_multi_robot,aau_multi_robot,Commits,"{'297421c79ab6504526aecd36fb80679c2202f8f2': 'Revert ""added new strategy which checks the battery state""\n\nThis reverts commit af8a517e1cdaeb9'}",1,0,0,0,0,YES
C7,https://github.com/aau-ros/aau_multi_robot,aau_multi_robot,Commits,"{'a4acf91fb601faa27e1a8595da073443d445fd56': 'Revert ""added new strategy which checks the battery state""\n\nThis reverts commit af8a517e1cdaeb9'}",1,0,0,0,0,YES
C10,https://github.com/AutonomyLab/create_autonomy,create_autonomy,Commits,{'46bfbdf19fb33e73a1426815d2f7aece8a621c65': 'Add battery info support'},1,0,0,0,0,YES
C12,https://github.com/AutonomyLab/create_autonomy,create_autonomy,Commits,{'1ffa09c69b198074a3cf15dbe012370226426004': 'Compute and publish battery charge ratio'},1,0,0,0,0,YES
C13,https://github.com/AutonomyLab/create_autonomy,create_autonomy,Commits,{'d7bffabe38a15935526a0a31380497e1d317e68d': 'utonomyLab/charge-ratio\n\nCompute and publish battery charge ratio'},1,0,0,0,0,YES
C23,https://github.com/autowarefoundation/autoware,autoware,Commits,{'56c9e1786e649bcb15649c98af03404019491067': '\r\n* Add bettery charge [%] topic -> /vehicle/battery\r\n\r\nSigned-off-by: Akihito Ohsato <aohsato@g'},1,0,0,0,0,YES
C24,https://github.com/autowarefoundation/autoware,autoware,Commits,{'ddc9eb90a73fe242f3711406c4c5a57f744837d1': 'add battery charging state (#2256)\n\nSigned-off-by: Azum'},1,0,0,0,0,YES
C26,https://github.com/bayesian-object-tracking/dbot_ros,dbot_ros,Commits,{'e16d792db8121b2a03b59a07ae98556432a2028b': 'Updated tracked in object.yaml to impact_battery'},1,0,0,0,0,YES
C27,https://github.com/BCLab-UNM/SwarmBaseCode-ROS,SwarmBaseCode-ROS,Commits,"{'63167eef4d8e8194aad89b1918dcb702eaa4d183': 'eeded for Swarmathon\n- Deleted rover_onboard_battery, _health_status, _mapping, and _path_planni'}",1,0,0,0,0,YES
C39,https://github.com/BCLab-UNM/SwarmBaseCode-ROS,SwarmBaseCode-ROS,Commits,{'6eaf5ccb12839f2960284ca4131b34ae13cc2e7c': ' Integral constant a little to help with low battery state and attempting to aline to a target b'},1,0,0,0,0,YES
C41,https://github.com/chrisl8/ArloBot,ArloBot,Commits,{'a1ce8e830447b6166c04e646a2d1ee9712e0d29e': 'Added arlobot_safety package to monitor AC power on laptop and shut down motors if the ArloBo'},0,0,1,0,0,YES
C43,https://github.com/chrisl8/ArloBot,ArloBot,Commits,{'0378a457b532a717428bf84c3d61f39b33c5f446': 'messsages from arlobot_safety and add laptop battery level monitoring.'},1,0,0,0,0,YES
C44,https://github.com/chrisl8/ArloBot,ArloBot,Commits,{'58c3efc2808e01e84ad2d30d5eac5f7ff8f15f36': 'New files for replacing main power switch with relay.'},0,0,1,0,0,YES
C45,https://github.com/chrisl8/ArloBot,ArloBot,Commits,{'8b8441cc81133b4d092396d148984a8dcf812777': 'Rewrite Node (web interface) laptop battery check code to be faster and cause less load'},1,0,0,0,0,YES
C49,https://github.com/chrisl8/ArloBot,ArloBot,Commits,"{'2c9258ee9108c8e301e9c47f96b21c03c066167c': ' issues with no LED, no quickstart board, no battery voltage monitor configuration.'}",1,0,0,0,0,YES
C52,https://github.com/CopterExpress/clever,clever,Commits,{'cf4c5a120bd2188a7dc7b4f2294dd913f548ba5c': 'Create powerConnection.md'},0,0,1,0,0,YES
C59,https://github.com/CopterExpress/clever,clever,Commits,{'bcd88d6d4d515c1bdf14508ddcb4315e68021903': 'rc: fix low battery notification throttling'},1,0,0,0,0,YES
C60,https://github.com/CopterExpress/clever,clever,Commits,"{'cd34277c64539b8d1f7a07e7276e5c1b68a376c3': 'mean soldering iron?)\n- l.82 ""disconnect the power and move yellow jumper to the other tweezer""'}",0,0,1,0,0,YES
C61,https://github.com/CopterExpress/clever,clever,Commits,{'67392a8f1e1037dac3a13598fa975dc6e0be9bb7': 'selfcheck.py: add battery voltage checks'},1,0,0,0,0,YES
C73,https://github.com/craftit/DogBotSoftware,DogBotSoftware,Commits,{'5e98c48a1dd2eb10b808cb621e3c6681e5b206d7': 'Update for 6 cell battery voltages.'},1,0,0,0,0,YES
C78,https://github.com/edinferno/edinferno,edinferno,Commits,"{'1ecd3f6dbbf81fbb0b603e378e3465c169853fe4': 'er class, publishes if Nao is un/plugged and battery charge'}",1,0,0,0,0,YES
C82,https://github.com/elpimous/Neo_robot,Neo_robot,Commits,{'5b72116b98ebd99ae72cd7fb7ee8afa061992dd2': 'A package with energy vocal alerts.'},0,1,0,0,0,YES
C94,https://github.com/ethz-asl/asctec_mav_framework,asctec_mav_framework,Commits,{'d49f0e9eacfad7e1b7af981ae4f7a9c82affb9e7': 'made battery warning voltage adjustable'},1,0,0,0,0,YES
C96,https://github.com/ethz-asl/asctec_mav_framework,asctec_mav_framework,Commits,{'4a4609040daccccffd8c5fa9f2f3041aa63b2aeb': 'added battery warnings to rosout'},1,0,0,0,0,YES
C98,https://github.com/ethz-asl/asctec_mav_framework,asctec_mav_framework,Commits,{'7e7550afff079f2e072e8800112deca7fc53dfeb': 'adapted buzzer and main to have the battery warning voltage adjustable'},1,0,0,0,0,YES
C99,https://github.com/evocortex/optris_drivers,optris_drivers,Commits,"{'0c80437dea6fabd3bbf6a9f875486332802892bb': 'ed features:\n- box, flag, chip temperature\n- energy and temperature mode\n- force flag trigger'}",0,1,0,0,0,YES
C100,https://github.com/fetchrobotics/fetch_robots,fetch_robots,Commits,{'b1445293704b1b026d377041b2d24c7f6a36e66e': 'Ensure robots power off safely when instructed to\n\nAlso:\n- Fix r'},0,0,1,0,0,YES
C101,https://github.com/fetchrobotics/fetch_robots,fetch_robots,Commits,{'4432ece5640efaefe03d56c2874fe0c186b50944': 'Update wifi power management disabling'},0,0,1,0,0,YES
C109,https://github.com/g/grizzly,grizzly,Commits,{'c8a611a5889afc9a0e4b22a664907bfa9b2888ed': 'energy changed to 25 hz'},0,1,0,0,0,YES
C110,https://github.com/g/grizzly,grizzly,Commits,"{'b5eae08150cebeb5a8bf17850d2ff308b772275e': 'Added dead reckoning and energy estimation nodes, fixed up fan control, faul'}",0,1,0,0,0,YES
C111,https://github.com/g/grizzly,grizzly,Commits,{'a3de858670acda1e548105f74737ee9a9e5cb992': 're-route energy reading to mcu/energy'},0,2,0,0,0,YES
C112,https://github.com/g/grizzly,grizzly,Commits,{'81646772a66828703efa2c0a94c9c6f255fd4084': 'energy node changed to only use user voltage at sta'},0,1,0,0,0,YES
C113,https://github.com/g/grizzly,grizzly,Commits,{'6a61878288b3dddc50cf0ef68a5ca3970cde99dd': 'Reduce frequency of energy publication'},0,1,0,0,0,YES
C118,https://github.com/inomuh/evapi_ros,evapi_ros,Commits,{'71847c464ae192c1c52e8bbb234a40e9a9359187': 'add voltage and battery msgs'},1,0,0,0,0,YES
C119,https://github.com/inomuh/evapi_ros,evapi_ros,Commits,{'a355cd6a4820df1c81b341c689da7371b4dc1f8a': 'add battery sensor'},1,0,0,0,0,YES
C120,https://bitbucket.org/internationalauto/auto_guidance,auto_guidance,Commits,"{'2ae3fd3b1ba3ee526fbb90467c44b8513087046d': ' follow one path\n\nToDo:\n- error_codes, stop, battery_level\n- several paths'}",1,0,0,0,0,YES
C121,https://github.com/ipa320/cob_control,cob_control,Commits,{'b5a5062bac54847d28ab89a64474e4683a0ecec0': 'the new powerchain implementation with slight modification'},0,0,1,0,0,YES
C124,https://github.com/ipa320/cob_environment_perception,cob_environment_perception,Commits,{'e2936eec9c64a3d67ba25c60ae53b56d19b0f002': 'introduced energy factor'},0,1,0,0,0,YES
C125,https://github.com/ipa320/cob_environment_perception,cob_environment_perception,Commits,{'fb82f1f58f70466b74ef2f1f4bd2415a17a81e2c': 'changed energy_order'},0,1,0,0,0,YES
C134,https://github.com/ipa320/cob_command_tools,cob_command_tools,Commits,{'fa2e5480793e09b426331c16aa00a22c60568271': 'enhanced battery monitoring'},1,0,0,0,0,YES
C135,https://github.com/ipa320/cob_command_tools,cob_command_tools,Commits,{'d91bae8dc2819e1a465cd1b1cf52b6ecb22ff6b3': 'cob_battery for dashboard'},1,0,0,0,0,YES
C136,https://github.com/ipa320/cob_command_tools,cob_command_tools,Commits,{'db673ee236b6713e7e73869f8eb40ae0e8bf5b21': 'Update battery_monitor.py'},1,0,0,0,0,YES
C156,https://github.com/ipa320/cob_perception_common,cob_perception_common,Commits,"{'10aedf3bfa585e602fc3e124067dc635e2c71efa': 'renamed msg + added energy value, encoded as XML'}",0,1,0,0,0,YES
C164,https://github.com/ipa320/cob_robots,cob_robots,Commits,{'a5c9a887d7a45a63f53aa4f05f43911c8729e3a1': 'enhanced battery monitoring'},1,0,0,0,0,YES
C179,https://github.com/ipa320/cob_robots,cob_robots,Commits,{'45eeefe7a71d9722b35d3048143fd99200787b51': 's://github.com/ipa320/cob_robots into raw3-5_battery_voltage'},1,0,0,0,0,YES
C180,https://github.com/ipa320/cob_robots,cob_robots,Commits,"{'1f1bb83ee0225eaf45114cab756db938d45247c2': ""Merge branch 'raw3-5_battery_voltage' of github.com:iirob/cob_robots int""}",1,0,0,0,0,YES
C181,https://github.com/ipa320/cob_robots,cob_robots,Commits,"{'6648ba4ef47b8eec939e4e32966cb4c470813b24': ""' of github.com:iirob/cob_robots into raw3-5_battery_voltage""}",1,0,0,0,0,YES
C182,https://github.com/ipa320/cob_robots,cob_robots,Commits,{'f924b0fc366619ce825f459df645aee1a37ce56e': 's://github.com/ipa320/cob_robots into raw3-5_battery_voltage'},1,0,0,0,0,YES
C184,https://github.com/ipa320/cob_robots,cob_robots,Commits,"{'2c6f0c9470703a10de25b8b266cf57d3616ee1be': ""Merge remote-tracking branch 'origin/raw3-5_battery_voltage' into update_raw3-5""}",1,0,0,0,0,YES
C185,https://github.com/ipa320/cob_robots,cob_robots,Commits,{'73af7b46f78a93741d8c230396b31ce30d178b52': 'added battery light monitor to cob4-2s bringup'},1,0,0,0,0,YES
C186,https://github.com/ipa320/cob_robots,cob_robots,Commits,{'a9266f9be614a20292ab3d8a57e8e036b60acabf': 'added battery_light_monitor launch to cob4-1 bringup'},1,0,0,0,0,YES
C187,https://github.com/ipa320/cob_robots,cob_robots,Commits,{'4fbda37b1333fd04dca37b912e7febbf557cf219': 'added battery_light_monitor config'},1,0,0,0,0,YES
C188,https://github.com/ipa320/cob_robots,cob_robots,Commits,{'9aaed57c536faafc17090ed5c2a1be27616af535': 'load battery light config to param server'},1,0,0,0,0,YES
C220,https://github.com/ipa320/cob_robots,cob_robots,Commits,{'3f214ae452a9a46726fd2ffa638cf3088b94942e': 'changes for using fake docking and power usage'},0,0,1,0,0,YES
C221,https://github.com/ipa320/cob_robots,cob_robots,Commits,{'2576ba237f5dfd43b0fec90d2adf354b178f8a30': '_docking\n\nchanges for using fake docking and power usage'},0,0,1,0,0,YES
C247,https://github.com/jhu-asco/aerial_autonomy,aerial_autonomy,Commits,"{'f861c94c2557008386828e251c1dabf69dcba36e': 'f, position control\n\nWhen taking off, if low battery, should try to land\nWhen reaching goal, if '}",1,0,0,0,0,YES
C248,https://github.com/jhu-asco/aerial_autonomy,aerial_autonomy,Commits,{'22f583c2dc304122cf28ac81074d326941d72c10': ' is closed\nIt also generates a land event if battery is low'},1,0,0,0,0,YES
C253,https://github.com/jhu-asco/aerial_autonomy,aerial_autonomy,Commits,"{'56c740d2f0dc4b5a200a01316a351f7ead2527c6': ""Merge branch 'master' into remove-low-battery-land""}",1,0,0,0,0,YES
C255,https://github.com/jhu-asco/aerial_autonomy,aerial_autonomy,Commits,{'a5f9ca7080f30f1683081bc75153f8e18baf054e': 'ge pull request #87 from jhu-asco/remove-low-battery-land\n\nAbort instead of Land when battery is'},2,0,0,0,0,YES
C256,https://github.com/jhu-asco/aerial_autonomy,aerial_autonomy,Commits,"{'23597ad499b1025ddea1915a4cae899b3edf14db': 'grator to xy in rpyt vel controller, reduce battery percentage'}",1,0,0,0,0,YES
C257,https://github.com/jhu-asco/aerial_autonomy,aerial_autonomy,Commits,"{'c1d07349ac8e879de3ba260cc24494567a3331a9': 'grator to xy in rpyt vel controller, reduce battery percentage'}",1,0,0,0,0,YES
C264,https://github.com/jsk-ros-pkg/jsk_common,jsk_common,Commits,{'179ab3e90898c57715c5bcc6fc9372b89533312a': 'add battery full capacity summary script'},1,0,0,0,0,YES
C266,https://github.com/jsk-ros-pkg/jsk_common,jsk_common,Commits,{'a63ced4051a95399ec6d1f0cb564f760092af147': 'add hardware id tp battery capacity'},1,0,0,0,0,YES
C268,https://github.com/jsk-ros-pkg/jsk_common,jsk_common,Commits,{'dee622635bcaab46b8518bb4e31f328c2b54e0b2': '[jsk_tools/bin/battery_capacity_summary.py] more battery info'},2,0,0,0,0,YES
C274,https://github.com/jsk-ros-pkg/jsk_common,jsk_common,Commits,{'046aca85dd1387cadc13f44c0725bae3111d1e93': 'Show unit of full/remaining capacity in battery_capacity_summary.py'},1,0,0,0,0,YES
C275,https://github.com/jsk-ros-pkg/jsk_common,jsk_common,Commits,{'0b6690df6adf1c94883b5399f961694866460d51': 'Show voltage as well in battery_capacity_summary.py'},1,0,0,0,0,YES
C278,https://github.com/jsk-ros-pkg/jsk_pr2eus,jsk_pr2eus,Commits,{'e34aacb7afdbbdf3c543bef95df3065858b7590e': 'modified time-limit for low power PC'},0,0,1,0,0,YES
C284,https://github.com/jsk-ros-pkg/jsk_robot,jsk_robot,Commits,{'b97363a0db298ee2b9cfde6a1d4070a5659a833d': 'stop base when power cable plugged'},0,0,1,0,0,YES
C285,https://github.com/jsk-ros-pkg/jsk_robot,jsk_robot,Commits,"{'d0ae8837d6ade9f263ed5bb96dbf4b90d409449a': ""Speak the remaining percentages of the battery if it's not charged""}",1,0,0,0,0,YES
C289,https://github.com/jsk-ros-pkg/jsk_robot,jsk_robot,Commits,{'c4f1b2034eea26f16c2f160c15f3de0f05513e65': 'speak the percentage of the battery with min charge'},1,0,0,0,0,YES
C290,https://github.com/jsk-ros-pkg/jsk_robot,jsk_robot,Commits,"{'0ce68037ff9c962ce2af56406673af13a0b35fdf': ""chiwunau/master\n\nspeak the percentage of the battery with min charge and it's id""}",1,0,0,0,0,YES
C291,https://github.com/jsk-ros-pkg/jsk_robot,jsk_robot,Commits,{'1e52d21be4d1815a2be2b1a747f42e76e67685ef': 'Record battery info before pwer go off'},1,0,0,0,0,YES
C292,https://github.com/jsk-ros-pkg/jsk_robot,jsk_robot,Commits,{'1f002d02335715f373a08b0bffb355bb5f4d6d7c': 'unau/battery_log\n\nRecord battery info before power go off'},2,0,1,0,0,YES
C301,https://github.com/jsk-ros-pkg/jsk_robot,jsk_robot,Commits,{'bef80be6e9bbd071df257eb98ebe987f71cdedf1': 'Merge pull request #1082 from knorth55/battery-warning\n\n[jsk_pr2_startup] use new battery '},2,0,0,0,0,YES
C330,https://github.com/knowrob/knowrob,knowrob,Commits,{'2a2b42a356fbdac8aecd10e4fd443630029254b4': 'mod_localization and mod_battery_state are added.\n\ngit-svn-id: http://code.i'},1,0,0,0,0,YES
C331,https://github.com/knowrob/knowrob,knowrob,Commits,{'0f32ff2b589a3faa7596f9a5dc16838999aa10f5': 'mod_localization and mod_battery_state are merged into mod_self_info. mod_se'},1,0,0,0,0,YES
C334,https://github.com/kucars/haptic_teleoperation,haptic_teleoperation,Commits,{'47f03ff156b02ff659613ee8b52d3ef09424f2b7': 'ooler will not send data to the robot if the battery is less that 40 %.'},1,0,0,0,0,YES
C335,https://github.com/kuka-isir/cart_opt_ctrl,cart_opt_ctrl,Commits,{'baee14bdb4ccbf46621e4b5cbf47e814aa3f6f95': 'Adding the kinetic energy constraint'},0,1,0,0,0,YES
C336,https://github.com/kuka-isir/cart_opt_ctrl,cart_opt_ctrl,Commits,"{'bb2a91256af09290861ab7fea6d125a7a45467df': ""Filter robot's kinetic energy""}",0,1,0,0,0,YES
C342,https://github.com/markusk/minibot,minibot,Commits,{'1dc5a830652f422ab6744c36583300a888264e6b': 'initial commit for AD conversion for battery check'},1,0,0,0,0,YES
C343,https://github.com/markusk/minibot,minibot,Commits,{'929f29eceb84524a03de177852403023524cde28': 'Added AD converter code for checking battery voltage'},1,0,0,0,0,YES
C347,https://github.com/markusk/minibot,minibot,Commits,{'501ba55bb6c93484ad6b44afaf47475070af084e': 'emptying battery okay'},1,0,0,0,0,YES
C350,https://github.com/markusk/minibot,minibot,Commits,{'a108e44ed47ec3e25ef8b16ab591466be3748fb4': 'changed code to work with battery service'},1,0,0,0,0,YES
C373,https://github.com/mavlink/mavros,mavros,Commits,"{'08ae1cc15783a7b1b69cf2176079f5a2c6c88bd2': 'sys_status: Add battery status monitoring\n\nFix #19, partial #16.'}",1,0,0,0,0,YES
